Year,Mon,N_Area,S_Area,Date,Difference
1874,5,124.7,240.4,1874-5,-115.7
1874,6,291.4,123.8,1874-6,167.6
1874,7,687.4,346.1,1874-7,341.3
1874,8,439.7,514.4,1874-8,-74.7
1874,9,39.5,295.8,1874-9,-256.3
1874,10,59,456,1874-10,-397
1874,11,258,207.4,1874-11,50.6
1874,12,166.3,26.2,1874-12,140.1
1875,1,59.7,30.1,1875-1,29.6
1875,2,323.8,75.4,1875-2,248.4
1875,3,260.6,162.4,1875-3,98.2
1875,4,197.2,196.6,1875-4,0.6
1875,5,134.8,10.6,1875-5,124.2
1875,6,141.1,312.9,1875-6,-171.8
1875,7,62.1,14.7,1875-7,47.4
1875,8,123.8,0.5,1875-8,123.3
1875,9,10.1,23.9,1875-9,-13.8
1875,10,105.6,26.8,1875-10,78.8
1875,11,56.7,137.2,1875-11,-80.5
1875,12,0.4,90.7,1875-12,-90.3
1876,1,25.7,141.7,1876-1,-116
1876,2,11.1,252.4,1876-2,-241.3
1876,3,169.1,62.4,1876-3,106.7
1876,4,7.1,8.6,1876-4,-1.5
1876,5,0,37.3,1876-5,-37.3
1876,6,12.8,2.5,1876-6,10.3
1876,7,6.6,61.3,1876-7,-54.7
1876,8,2.8,31.9,1876-8,-29.1
1876,9,1.2,103.2,1876-9,-102
1876,10,0,155.3,1876-10,-155.3
1876,11,29.7,39.5,1876-11,-9.8
1876,12,149.3,0,1876-12,149.3
1877,1,183.9,5,1877-1,178.9
1877,2,63.4,2.8,1877-2,60.6
1877,3,5,60.7,1877-3,-55.7
1877,4,20.2,73.5,1877-4,-53.3
1877,5,63.1,22.4,1877-5,40.7
1877,6,0,69,1877-6,-69
1877,7,2.8,1.4,1877-7,1.4
1877,8,34.9,0,1877-8,34.9
1877,9,50.9,22.1,1877-9,28.8
1877,10,0,126.3,1877-10,-126.3
1877,11,0,283.5,1877-11,-283.5
1877,12,1.1,22.2,1877-12,-21.1
1878,1,14.9,0,1878-1,14.9
1878,2,0,18.1,1878-2,-18.1
1878,3,47.9,0,1878-3,47.9
1878,4,0.4,0,1878-4,0.4
1878,5,51.5,0,1878-5,51.5
1878,6,40.5,0.5,1878-6,40
1878,7,0.4,0,1878-7,0.4
1878,8,0,0,1878-8,0
1878,9,57.2,0,1878-9,57.2
1878,10,9.6,0,1878-10,9.6
1878,11,23.6,0,1878-11,23.6
1878,12,0,2,1878-12,-2
1879,1,0,1.2,1879-1,-1.2
1879,2,0,0,1879-2,0
1879,3,0,0,1879-3,0
1879,4,0,50.5,1879-4,-50.5
1879,5,5.8,0,1879-5,5.8
1879,6,0,19.6,1879-6,-19.6
1879,7,27.8,23.5,1879-7,4.3
1879,8,35.2,3.3,1879-8,31.9
1879,9,41.3,0,1879-9,41.3
1879,10,22.3,59.2,1879-10,-36.9
1879,11,10.5,101.9,1879-11,-91.4
1879,12,0,33.8,1879-12,-33.8
1880,1,163.1,129.1,1880-1,34
1880,2,239.9,97.7,1880-2,142.2
1880,3,90.9,51.7,1880-3,39.2
1880,4,199.3,32.9,1880-4,166.4
1880,5,408.3,0.6,1880-5,407.7
1880,6,124,364.1,1880-6,-240.1
1880,7,113,93.1,1880-7,19.9
1880,8,702.1,119.2,1880-8,582.9
1880,9,322,604.5,1880-9,-282.5
1880,10,297.5,263.9,1880-10,33.6
1880,11,377.2,105.9,1880-11,271.3
1880,12,220,240.6,1880-12,-20.6
1881,1,296.1,289.1,1881-1,7
1881,2,424.8,251.1,1881-2,173.7
1881,3,363.6,276.9,1881-3,86.7
1881,4,210,320.2,1881-4,-110.2
1881,5,132.9,244.1,1881-5,-111.2
1881,6,321.7,290.7,1881-6,31
1881,7,678.8,262.2,1881-7,416.6
1881,8,618.3,119.6,1881-8,498.7
1881,9,675.4,191.6,1881-9,483.8
1881,10,516.9,188.2,1881-10,328.7
1881,11,706.2,134.3,1881-11,571.9
1881,12,478.9,162.2,1881-12,316.7
1882,1,272.2,91.7,1882-1,180.5
1882,2,326.2,346.9,1882-2,-20.7
1882,3,240.7,688.1,1882-3,-447.4
1882,4,323.3,1475.7,1882-4,-1152.4
1882,5,582.7,936.9,1882-5,-354.2
1882,6,235.2,322.6,1882-6,-87.4
1882,7,307.4,154.2,1882-7,153.2
1882,8,397.3,210.3,1882-8,187
1882,9,657.6,369.2,1882-9,288.4
1882,10,740.8,653,1882-10,87.8
1882,11,1049.8,881.4,1882-11,168.4
1882,12,170,182.9,1882-12,-12.9
1883,1,258.9,590.9,1883-1,-332
1883,2,476.1,258.7,1883-2,217.4
1883,3,142.1,479.1,1883-3,-337
1883,4,388,744.5,1883-4,-356.5
1883,5,151,188.4,1883-5,-37.4
1883,6,367,1084.4,1883-6,-717.4
1883,7,425.1,1582.6,1883-7,-1157.5
1883,8,93,502.5,1883-8,-409.5
1883,9,320.4,909.8,1883-9,-589.4
1883,10,462.8,1330.5,1883-10,-867.7
1883,11,504.9,1220.7,1883-11,-715.8
1883,12,346.9,958.5,1883-12,-611.6
1884,1,910,759.8,1884-1,150.2
1884,2,988.3,548.7,1884-2,439.6
1884,3,407.5,799.7,1884-3,-392.2
1884,4,99.7,1481.5,1884-4,-1381.8
1884,5,289.2,921.6,1884-5,-632.4
1884,6,169,332.6,1884-6,-163.6
1884,7,273,288.3,1884-7,-15.3
1884,8,379.2,347.9,1884-8,31.3
1884,9,768.4,346.8,1884-9,421.6
1884,10,394.5,600,1884-10,-205.5
1884,11,125.8,312.2,1884-11,-186.4
1884,12,611.4,254.5,1884-12,356.9
1885,1,97.7,414.2,1885-1,-316.5
1885,2,262.3,820.8,1885-2,-558.5
1885,3,143.2,603.8,1885-3,-460.6
1885,4,473.3,382.1,1885-4,91.2
1885,5,659.8,399.3,1885-5,260.5
1885,6,639.4,1063.1,1885-6,-423.7
1885,7,183,972.4,1885-7,-789.4
1885,8,139.2,458.8,1885-8,-319.6
1885,9,194.1,451.9,1885-9,-257.8
1885,10,166.1,552.4,1885-10,-386.3
1885,11,266.8,158.4,1885-11,108.4
1885,12,169.9,50.6,1885-12,119.3
1886,1,48.1,496.4,1886-1,-448.3
1886,2,24.3,288.6,1886-2,-264.3
1886,3,358.3,673.9,1886-3,-315.6
1886,4,93.2,530.4,1886-4,-437.2
1886,5,305.7,382.7,1886-5,-77
1886,6,43.4,354.7,1886-6,-311.3
1886,7,46.9,348.5,1886-7,-301.6
1886,8,29.3,86.1,1886-8,-56.8
1886,9,148.4,45.2,1886-9,103.2
1886,10,12.9,44.5,1886-10,-31.6
1886,11,0,1.6,1886-11,-1.6
1886,12,58.4,131.3,1886-12,-72.9
1887,1,0,79.7,1887-1,-79.7
1887,2,36.5,39.1,1887-2,-2.6
1887,3,27.3,3.3,1887-3,24
1887,4,42.8,2,1887-4,40.8
1887,5,131.6,121.1,1887-5,10.5
1887,6,20.5,281.6,1887-6,-261.1
1887,7,113.5,257,1887-7,-143.5
1887,8,29.1,133.8,1887-8,-104.7
1887,9,117.8,4,1887-9,113.8
1887,10,0.7,53.3,1887-10,-52.6
1887,11,0.4,51.9,1887-11,-51.5
1887,12,0,580.2,1887-12,-580.2
1888,1,9.6,107.8,1888-1,-98.2
1888,2,0,91.4,1888-2,-91.4
1888,3,73.8,14.4,1888-3,59.4
1888,4,3.8,22.2,1888-4,-18.4
1888,5,0,185.6,1888-5,-185.6
1888,6,13.1,19.4,1888-6,-6.3
1888,7,1.6,20.6,1888-7,-19
1888,8,4.1,61.1,1888-8,-57
1888,9,0.6,98.1,1888-9,-97.5
1888,10,0,10.5,1888-10,-10.5
1888,11,126.9,113.3,1888-11,13.6
1888,12,0,77,1888-12,-77
1889,1,2.4,0,1889-1,2.4
1889,2,0,27.9,1889-2,-27.9
1889,3,17.7,10.1,1889-3,7.6
1889,4,25.9,1,1889-4,24.9
1889,5,0,14.4,1889-5,-14.4
1889,6,0,217.2,1889-6,-217.2
1889,7,3.4,150.1,1889-7,-146.7
1889,8,0,282.3,1889-8,-282.3
1889,9,0,89.9,1889-9,-89.9
1889,10,1.4,10.2,1889-10,-8.8
1889,11,0,0,1889-11,0
1889,12,5.4,61,1889-12,-55.6
1890,1,32.5,9.8,1890-1,22.7
1890,2,0.6,0.8,1890-2,-0.2
1890,3,69.5,0,1890-3,69.5
1890,4,6.2,2.8,1890-4,3.4
1890,5,4.8,17,1890-5,-12.2
1890,6,0,9.3,1890-6,-9.3
1890,7,15.8,124,1890-7,-108.2
1890,8,149.6,8,1890-8,141.6
1890,9,160.9,68.1,1890-9,92.8
1890,10,3.5,242.1,1890-10,-238.6
1890,11,147.7,33.8,1890-11,113.9
1890,12,49.2,29.3,1890-12,19.9
1891,1,56.8,155,1891-1,-98.2
1891,2,232.8,33.9,1891-2,198.9
1891,3,153.6,5.1,1891-3,148.5
1891,4,191.6,162.8,1891-4,28.8
1891,5,281.5,271.9,1891-5,9.6
1891,6,473.9,120.5,1891-6,353.4
1891,7,943.1,78.8,1891-7,864.3
1891,8,342.7,208,1891-8,134.7
1891,9,1151.8,149.7,1891-9,1002.1
1891,10,353.1,252.2,1891-10,100.9
1891,11,298.5,338.9,1891-11,-40.4
1891,12,309.7,231.5,1891-12,78.2
1892,1,735.1,517.6,1892-1,217.5
1892,2,482.8,1305.3,1892-2,-822.5
1892,3,361,396.7,1892-3,-35.7
1892,4,506.1,488.1,1892-4,18
1892,5,557.9,983.9,1892-5,-426
1892,6,796.3,321.4,1892-6,474.9
1892,7,1191.1,729.7,1892-7,461.4
1892,8,933.6,495.8,1892-8,437.8
1892,9,585.3,417.4,1892-9,167.9
1892,10,440.9,470,1892-10,-29.1
1892,11,343.8,609.8,1892-11,-266
1892,12,290.5,574.9,1892-12,-284.4
1893,1,325.2,832.9,1893-1,-507.7
1893,2,378.4,905.4,1893-2,-527
1893,3,496.3,466.6,1893-3,29.7
1893,4,493.3,685.2,1893-4,-191.9
1893,5,349.2,812.6,1893-5,-463.4
1893,6,362.6,1016.4,1893-6,-653.8
1893,7,537.8,1036,1893-7,-498.2
1893,8,630.3,1710.5,1893-8,-1080.2
1893,9,593.4,1051.1,1893-9,-457.7
1893,10,715.6,788.4,1893-10,-72.8
1893,11,440.5,872.3,1893-11,-431.8
1893,12,876.8,1150.9,1893-12,-274.1
1894,1,451.8,1112.9,1894-1,-661.1
1894,2,294.8,1191.4,1894-2,-896.6
1894,3,450.4,173.1,1894-3,277.3
1894,4,875.7,727.9,1894-4,147.8
1894,5,477.3,1301.7,1894-5,-824.4
1894,6,890.1,1008.2,1894-6,-118.1
1894,7,924,816.6,1894-7,107.4
1894,8,902.4,262.2,1894-8,640.2
1894,9,329.3,336.9,1894-9,-7.6
1894,10,439.4,788.5,1894-10,-349.1
1894,11,234.5,350.9,1894-11,-116.4
1894,12,265.6,772.9,1894-12,-507.3
1895,1,406.9,535.1,1895-1,-128.2
1895,2,538.5,398.5,1895-2,140
1895,3,555.3,462.7,1895-3,92.6
1895,4,843,231.5,1895-4,611.5
1895,5,609.7,292.1,1895-5,317.6
1895,6,633.9,509.5,1895-6,124.4
1895,7,83,382.2,1895-7,-299.2
1895,8,985.3,390.7,1895-8,594.6
1895,9,526.4,305.3,1895-9,221.1
1895,10,825.4,406.5,1895-10,418.9
1895,11,458.6,263.9,1895-11,194.7
1895,12,343.6,693.5,1895-12,-349.9
1896,1,81.4,203.7,1896-1,-122.3
1896,2,438.1,461.9,1896-2,-23.8
1896,3,178.4,365.2,1896-3,-186.8
1896,4,321.5,102,1896-4,219.5
1896,5,2.3,178.9,1896-5,-176.6
1896,6,123.6,697,1896-6,-573.4
1896,7,88.9,424.5,1896-7,-335.6
1896,8,55.4,218.2,1896-8,-162.8
1896,9,790,392.6,1896-9,397.4
1896,10,84.3,219.4,1896-10,-135.1
1896,11,48.5,560.1,1896-11,-511.6
1896,12,259.1,274,1896-12,-14.9
1897,1,182.2,1148.7,1897-1,-966.5
1897,2,400.5,512.1,1897-2,-111.6
1897,3,284.4,239.4,1897-3,45
1897,4,247.2,136.8,1897-4,110.4
1897,5,75.8,322.5,1897-5,-246.7
1897,6,3.8,213.6,1897-6,-209.8
1897,7,16.7,292,1897-7,-275.3
1897,8,10.3,482.5,1897-8,-472.2
1897,9,185.2,518.7,1897-9,-333.5
1897,10,54.1,28.6,1897-10,25.5
1897,11,18.4,15.9,1897-11,2.5
1897,12,714.5,35.8,1897-12,678.7
1898,1,287.4,123.6,1898-1,163.8
1898,2,60.3,463.6,1898-2,-403.3
1898,3,92,532.5,1898-3,-440.5
1898,4,3.8,155.2,1898-4,-151.4
1898,5,6.5,241,1898-5,-234.5
1898,6,23.2,41.6,1898-6,-18.4
1898,7,22.4,25.7,1898-7,-3.3
1898,8,210.5,253.3,1898-8,-42.8
1898,9,91.9,766.3,1898-9,-674.4
1898,10,288.5,317,1898-10,-28.5
1898,11,210.3,107.1,1898-11,103.2
1898,12,5.2,166.9,1898-12,-161.7
1899,1,1.3,214.3,1899-1,-213
1899,2,0,40.1,1899-2,-40.1
1899,3,5,275.6,1899-3,-270.6
1899,4,10.1,133.6,1899-4,-123.5
1899,5,0,50.7,1899-5,-50.7
1899,6,167.3,36,1899-6,131.3
1899,7,53.9,143.2,1899-7,-89.3
1899,8,0,1.4,1899-8,-1.4
1899,9,11.3,14.1,1899-9,-2.8
1899,10,2.6,72.2,1899-10,-69.6
1899,11,3.7,29.1,1899-11,-25.4
1899,12,25.1,29.1,1899-12,-4
1900,1,48.8,7.6,1900-1,41.2
1900,2,100.7,9.2,1900-2,91.5
1900,3,4.3,147.2,1900-3,-142.9
1900,4,20.5,76.8,1900-4,-56.3
1900,5,52.2,75.4,1900-5,-23.2
1900,6,61.4,52.3,1900-6,9.1
1900,7,6.4,45.2,1900-7,-38.8
1900,8,10.7,0,1900-8,10.7
1900,9,5.8,17.3,1900-9,-11.5
1900,10,0,138.2,1900-10,-138.2
1900,11,10.9,0.7,1900-11,10.2
1900,12,0,0,1900-12,0
1901,1,0,0.2,1901-1,-0.2
1901,2,0,6.4,1901-2,-6.4
1901,3,12.3,1,1901-3,11.3
1901,4,0,0,1901-4,0
1901,5,208.5,0,1901-5,208.5
1901,6,33.8,7.7,1901-6,26.1
1901,7,0,1,1901-7,-1
1901,8,0,0,1901-8,0
1901,9,0.2,0,1901-9,0.2
1901,10,0,14.8,1901-10,-14.8
1901,11,0,48.3,1901-11,-48.3
1901,12,0,0,1901-12,0
1902,1,0.2,98,1902-1,-97.8
1902,2,0,0.4,1902-2,-0.4
1902,3,179.5,0.3,1902-3,179.2
1902,4,0,0,1902-4,0
1902,5,36.1,0,1902-5,36.1
1902,6,5.9,0,1902-6,5.9
1902,7,0.3,0,1902-7,0.3
1902,8,2.1,0.2,1902-8,1.9
1902,9,17.5,58.6,1902-9,-41.1
1902,10,85.9,75.5,1902-10,10.4
1902,11,148.5,1.1,1902-11,147.4
1902,12,2.9,0.6,1902-12,2.3
1903,1,14.5,15.4,1903-1,-0.9
1903,2,89,40.9,1903-2,48.1
1903,3,121.2,68.6,1903-3,52.6
1903,4,116.1,220.2,1903-4,-104.1
1903,5,72.1,12,1903-5,60.1
1903,6,77.4,28.5,1903-6,48.9
1903,7,92.5,184.8,1903-7,-92.3
1903,8,36.5,76.3,1903-8,-39.8
1903,9,58.2,26.2,1903-9,32
1903,10,243.2,961.5,1903-10,-718.3
1903,11,343.6,567.7,1903-11,-224.1
1903,12,314,282.7,1903-12,31.3
1904,1,219,192.7,1904-1,26.3
1904,2,221.1,124.4,1904-2,96.7
1904,3,228.6,147.2,1904-3,81.4
1904,4,288.7,612.7,1904-4,-324
1904,5,91.7,176.3,1904-5,-84.6
1904,6,251.7,78.8,1904-6,172.9
1904,7,245,266.3,1904-7,-21.3
1904,8,178.5,397.6,1904-8,-219.1
1904,9,61.4,193.2,1904-9,-131.8
1904,10,424.9,210,1904-10,214.9
1904,11,300.2,170.3,1904-11,129.9
1904,12,711.2,66.7,1904-12,644.5
1905,1,554.1,546.5,1905-1,7.6
1905,2,657.8,1325.6,1905-2,-667.8
1905,3,797.4,500.3,1905-3,297.1
1905,4,218.7,189.7,1905-4,29
1905,5,351.7,315.9,1905-5,35.8
1905,6,436.2,215.1,1905-6,221.1
1905,7,1080.1,505.2,1905-7,574.9
1905,8,731.8,427.7,1905-8,304.1
1905,9,381.2,315,1905-9,66.2
1905,10,2011.3,49.1,1905-10,1962.2
1905,11,1363.8,582.5,1905-11,781.3
1905,12,407.4,386.3,1905-12,21.1
1906,1,416.3,320.2,1906-1,96.1
1906,2,300.9,94.2,1906-2,206.7
1906,3,744,313.4,1906-3,430.6
1906,4,559.6,128.3,1906-4,431.3
1906,5,907.8,197.7,1906-5,710.1
1906,6,605.2,144.2,1906-6,461
1906,7,1176.5,270.5,1906-7,906
1906,8,289.8,448.7,1906-8,-158.9
1906,9,333.6,182.7,1906-9,150.9
1906,10,23.5,75.2,1906-10,-51.7
1906,11,282.7,278.1,1906-11,4.6
1906,12,785.9,421.1,1906-12,364.8
1907,1,709.2,487.5,1907-1,221.7
1907,2,788.1,1664.9,1907-2,-876.8
1907,3,237,572,1907-3,-335
1907,4,507,193.9,1907-4,313.1
1907,5,156.1,452.2,1907-5,-296.1
1907,6,51.4,898,1907-6,-846.6
1907,7,208.7,673.8,1907-7,-465.1
1907,8,340.8,483.7,1907-8,-142.9
1907,9,884.6,525.6,1907-9,359
1907,10,706.1,487.3,1907-10,218.8
1907,11,859.6,215,1907-11,644.6
1907,12,453.1,549.7,1907-12,-96.6
1908,1,210.8,296.4,1908-1,-85.6
1908,2,101.8,168.6,1908-2,-66.8
1908,3,54.9,163,1908-3,-108.1
1908,4,22.8,684.4,1908-4,-661.6
1908,5,175.3,333.5,1908-5,-158.2
1908,6,115.4,515.4,1908-6,-400
1908,7,102.5,248.3,1908-7,-145.8
1908,8,713,1037.4,1908-8,-324.4
1908,9,1060.2,641.2,1908-9,419
1908,10,185,184.3,1908-10,0.7
1908,11,607.4,110.2,1908-11,497.2
1908,12,449.1,189,1908-12,260.1
1909,1,818.8,373.7,1909-1,445.1
1909,2,293.9,480.4,1909-2,-186.5
1909,3,682.2,344.4,1909-3,337.8
1909,4,124.3,346.5,1909-4,-222.2
1909,5,79.3,423.8,1909-5,-344.5
1909,6,26.4,256.3,1909-6,-229.9
1909,7,506,57.5,1909-7,448.5
1909,8,44.8,84.1,1909-8,-39.3
1909,9,37.3,764.4,1909-9,-727.1
1909,10,186.5,680.4,1909-10,-493.9
1909,11,297.8,496.3,1909-11,-198.5
1909,12,466.8,426.5,1909-12,40.3
1910,1,111.6,270.2,1910-1,-158.6
1910,2,7.9,624.9,1910-2,-617
1910,3,165.9,121.5,1910-3,44.4
1910,4,34.9,35.1,1910-4,-0.2
1910,5,71.5,255.3,1910-5,-183.8
1910,6,26.4,92,1910-6,-65.6
1910,7,128.5,57.9,1910-7,70.6
1910,8,0,181.7,1910-8,-181.7
1910,9,1.6,432.9,1910-9,-431.3
1910,10,214.5,297.2,1910-10,-82.7
1910,11,14.4,9.3,1910-11,5.1
1910,12,0,37,1910-12,-37
1911,1,0,39.3,1911-1,-39.3
1911,2,28.6,59.9,1911-2,-31.3
1911,3,28.4,42.2,1911-3,-13.8
1911,4,46.3,213.7,1911-4,-167.4
1911,5,36.9,64.9,1911-5,-28
1911,6,28.6,1.4,1911-6,27.2
1911,7,9.9,1.6,1911-7,8.3
1911,8,5.3,22.4,1911-8,-17.1
1911,9,52.2,0.9,1911-9,51.3
1911,10,17.9,0,1911-10,17.9
1911,11,0.4,56.9,1911-11,-56.5
1911,12,4.9,10.5,1911-12,-5.6
1912,1,0,0,1912-1,0
1912,2,0,0,1912-2,0
1912,3,0,57.4,1912-3,-57.4
1912,4,0.8,87.5,1912-4,-86.7
1912,5,0.4,21,1912-5,-20.6
1912,6,0.8,83.6,1912-6,-82.8
1912,7,0,9.5,1912-7,-9.5
1912,8,0,0.3,1912-8,-0.3
1912,9,0,47.3,1912-9,-47.3
1912,10,0,55,1912-10,-55
1912,11,0,2.9,1912-11,-2.9
1912,12,7.5,74.1,1912-12,-66.6
1913,1,8.3,6.5,1913-1,1.8
1913,2,23.2,0,1913-2,23.2
1913,3,0,0.8,1913-3,-0.8
1913,4,0,3.3,1913-4,-3.3
1913,5,0,0,1913-5,0
1913,6,0,0,1913-6,0
1913,7,6.8,0,1913-7,6.8
1913,8,0,0,1913-8,0
1913,9,3.6,0,1913-9,3.6
1913,10,14.8,0,1913-10,14.8
1913,11,0,5.2,1913-11,-5.2
1913,12,4,13.8,1913-12,-9.8
1914,1,6.5,6.5,1914-1,0
1914,2,0.6,10.1,1914-2,-9.5
1914,3,38.5,0.2,1914-3,38.3
1914,4,261.7,25.1,1914-4,236.6
1914,5,67.6,2.4,1914-5,65.2
1914,6,17.3,155.2,1914-6,-137.9
1914,7,0.2,46.5,1914-7,-46.3
1914,8,288.1,8.7,1914-8,279.4
1914,9,211.8,132.2,1914-9,79.6
1914,10,28.4,4.8,1914-10,23.6
1914,11,144.2,77.8,1914-11,66.4
1914,12,124.8,169.7,1914-12,-44.9
1915,1,274.1,28.4,1915-1,245.7
1915,2,328,342.6,1915-2,-14.6
1915,3,297,186.1,1915-3,110.9
1915,4,754.2,210.8,1915-4,543.4
1915,5,463.3,65,1915-5,398.3
1915,6,543.7,425.3,1915-6,118.4
1915,7,248.5,1059.4,1915-7,-810.9
1915,8,356.2,590,1915-8,-233.8
1915,9,501.9,248.1,1915-9,253.8
1915,10,429.2,218.1,1915-10,211.1
1915,11,200.9,244,1915-11,-43.1
1915,12,165,193.5,1915-12,-28.5
1916,1,315.4,194.2,1916-1,121.2
1916,2,241,471.6,1916-2,-230.6
1916,3,534.9,416,1916-3,118.9
1916,4,513.1,293.3,1916-4,219.8
1916,5,444.4,593.4,1916-5,-149
1916,6,844.6,312.2,1916-6,532.4
1916,7,540.2,32.3,1916-7,507.9
1916,8,305.6,33.3,1916-8,272.3
1916,9,384,82.2,1916-9,301.8
1916,10,606.8,115.1,1916-10,491.7
1916,11,387.3,250.2,1916-11,137.1
1916,12,523.1,271.1,1916-12,252
1917,1,911.1,134.7,1917-1,776.4
1917,2,206,1209.4,1917-2,-1003.4
1917,3,781.4,371.5,1917-3,409.9
1917,4,662.7,257,1917-4,405.7
1917,5,558.2,887.7,1917-5,-329.5
1917,6,945.9,771.3,1917-6,174.6
1917,7,1058,496.1,1917-7,561.9
1917,8,1969.5,1008.2,1917-8,961.3
1917,9,1025.5,849.5,1917-9,176
1917,10,402.3,576.2,1917-10,-173.9
1917,11,491,536.9,1917-11,-45.9
1917,12,1231.3,1065.8,1917-12,165.5
1918,1,844.6,952.7,1918-1,-108.1
1918,2,593.6,206.7,1918-2,386.9
1918,3,545.8,308.3,1918-3,237.5
1918,4,560.7,418.8,1918-4,141.9
1918,5,528.4,424.9,1918-5,103.5
1918,6,331.8,235.8,1918-6,96
1918,7,868.9,412.6,1918-7,456.3
1918,8,1164.7,640.4,1918-8,524.3
1918,9,434.3,510.1,1918-9,-75.8
1918,10,826.2,402.9,1918-10,423.3
1918,11,540.2,500.6,1918-11,39.6
1918,12,60.3,1037.4,1918-12,-977.1
1919,1,326.2,297.3,1919-1,28.9
1919,2,1190.7,172.7,1919-2,1018
1919,3,797.8,392.4,1919-3,405.4
1919,4,335.6,371.9,1919-4,-36.3
1919,5,1030.4,620.9,1919-5,409.5
1919,6,896.4,980.3,1919-6,-83.9
1919,7,211.8,690.5,1919-7,-478.7
1919,8,475.7,908.2,1919-8,-432.5
1919,9,368.4,727,1919-9,-358.6
1919,10,386.5,387.9,1919-10,-1.4
1919,11,562.6,198.6,1919-11,364
1919,12,202.8,123.6,1919-12,79.2
1920,1,158.1,1009.1,1920-1,-851
1920,2,265.5,287.5,1920-2,-22
1920,3,327.3,1088.7,1920-3,-761.4
1920,4,60.7,267.1,1920-4,-206.4
1920,5,207.1,94.3,1920-5,112.8
1920,6,432,107.2,1920-6,324.8
1920,7,213.1,194.1,1920-7,19
1920,8,58,125.6,1920-8,-67.6
1920,9,155.4,696.2,1920-9,-540.8
1920,10,296.9,320.6,1920-10,-23.7
1920,11,102.2,501.2,1920-11,-399
1920,12,217.4,221.8,1920-12,-4.4
1921,1,87.7,403,1921-1,-315.3
1921,2,13.4,304.6,1921-2,-291.2
1921,3,280.9,111.7,1921-3,169.2
1921,4,329.9,118.6,1921-4,211.3
1921,5,481.1,122.9,1921-5,358.2
1921,6,273.9,113.4,1921-6,160.5
1921,7,340.5,236.8,1921-7,103.7
1921,8,140,130.8,1921-8,9.2
1921,9,267.1,65.7,1921-9,201.4
1921,10,304.5,6.1,1921-10,298.4
1921,11,255.7,249.7,1921-11,6
1921,12,227.6,169.4,1921-12,58.2
1922,1,19.7,70.7,1922-1,-51
1922,2,253.5,239.5,1922-2,14
1922,3,984.3,251.6,1922-3,732.7
1922,4,83.9,1.5,1922-4,82.4
1922,5,123.7,0.1,1922-5,123.6
1922,6,10,6.1,1922-6,3.9
1922,7,12,104.7,1922-7,-92.7
1922,8,24.8,61.8,1922-8,-37
1922,9,1,56.5,1922-9,-55.5
1922,10,16,47.6,1922-10,-31.6
