Year,Mon,N_Area,S_Area,Date,Difference
1969,10,1258.7,315.4,1969-10,943.3
1969,11,1496.9,201.8,1969-11,1295.1
1969,12,536,710.5,1969-12,-174.5
1970,1,285.7,1307.6,1970-1,-1021.9
1970,2,765,1491,1970-2,-726
1970,3,721.2,661.6,1970-3,59.6
1970,4,727.5,1192.6,1970-4,-465.1
1970,5,1155.1,971.8,1970-5,183.3
1970,6,1121.1,408.5,1970-6,712.6
1970,7,948.7,697.5,1970-7,251.2
1970,8,1015.6,295.3,1970-8,720.3
1970,9,1003.8,252.6,1970-9,751.2
1970,10,953.4,317.8,1970-10,635.6
1970,11,1279.7,286.6,1970-11,993.1
1970,12,1038.9,316.4,1970-12,722.5
1971,1,1026.2,916.3,1971-1,109.9
1971,2,753.3,680.5,1971-2,72.8
1971,3,199.6,488.5,1971-3,-288.9
1971,4,495,389,1971-4,106
1971,5,617.4,84.4,1971-5,533
1971,6,186.1,301.3,1971-6,-115.2
1971,7,579.3,542.8,1971-7,36.5
1971,8,151.2,1004.9,1971-8,-853.7
1971,9,221.8,377.2,1971-9,-155.4
1971,10,709.9,244.7,1971-10,465.2
1971,11,222.1,691.8,1971-11,-469.7
1971,12,302.9,696.4,1971-12,-393.5
1972,1,141.4,381,1972-1,-239.6
1972,2,642.2,696,1972-2,-53.8
1972,3,530.8,676.8,1972-3,-146
1972,4,172.5,399.9,1972-4,-227.4
1972,5,385.4,933.2,1972-5,-547.8
1972,6,321.9,1000,1972-6,-678.1
1972,7,455.8,473.3,1972-7,-17.5
1972,8,654.6,397.1,1972-8,257.5
1972,9,160.9,443.8,1972-9,-282.9
1972,10,84.2,932.9,1972-10,-848.7
1972,11,28.5,526.4,1972-11,-497.9
1972,12,362.8,198.8,1972-12,164
1973,1,355.7,43.4,1973-1,312.3
1973,2,258.5,165.2,1973-2,93.3
1973,3,324.6,397.4,1973-3,-72.8
1973,4,290.7,474.4,1973-4,-183.7
1973,5,154.1,257.4,1973-5,-103.3
1973,6,192.6,248.4,1973-6,-55.8
1973,7,215.4,66.2,1973-7,149.2
1973,8,130.8,131.4,1973-8,-0.6
1973,9,557.6,325.8,1973-9,231.8
1973,10,173.2,233.8,1973-10,-60.6
1973,11,47.1,195.6,1973-11,-148.5
1973,12,28.3,223.1,1973-12,-194.8
1974,1,44.7,159.9,1974-1,-115.2
1974,2,11.8,241,1974-2,-229.2
1974,3,58.6,69.5,1974-3,-10.9
1974,4,22.6,491,1974-4,-468.4
1974,5,22.3,360.6,1974-5,-338.3
1974,6,92.6,200,1974-6,-107.4
1974,7,0.1,831,1974-7,-830.9
1974,8,64.9,367.3,1974-8,-302.4
1974,9,408.2,176.1,1974-9,232.1
1974,10,393.2,209.8,1974-10,183.4
1974,11,299.4,10.1,1974-11,289.3
1974,12,240.3,11.3,1974-12,229
1975,1,135.9,19.5,1975-1,116.4
1975,2,68.3,11.9,1975-2,56.4
1975,3,9.2,54.9,1975-3,-45.7
1975,4,16.6,0.7,1975-4,15.9
1975,5,0.6,59.3,1975-5,-58.7
1975,6,84.6,22.3,1975-6,62.3
1975,7,222.2,131.4,1975-7,90.8
1975,8,672.9,29.1,1975-8,643.8
1975,9,34,40.1,1975-9,-6.1
1975,10,113.8,0.4,1975-10,113.4
1975,11,78.4,156.7,1975-11,-78.3
1975,12,26.9,7.3,1975-12,19.6
1976,1,0,115.5,1976-1,-115.5
1976,2,0,11.2,1976-2,-11.2
1976,3,134.2,202.1,1976-3,-67.9
1976,4,168.3,208,1976-4,-39.7
1976,5,40.9,63.2,1976-5,-22.3
1976,6,41.9,34.4,1976-6,7.5
1976,7,2.3,6.4,1976-7,-4.1
1976,8,257.3,33.4,1976-8,223.9
1976,9,114.7,54.6,1976-9,60.1
1976,10,103.2,78.8,1976-10,24.4
1976,11,91.5,0.4,1976-11,91.1
1976,12,185.9,89,1976-12,96.9
1977,1,60.1,88.3,1977-1,-28.2
1977,2,58,158,1977-2,-100
1977,3,33.9,2.7,1977-3,31.2
1977,4,5.1,118.8,1977-4,-113.7
1977,5,93.9,37.9,1977-5,56
1977,6,314.1,303.3,1977-6,10.8
1977,7,168.2,37,1977-7,131.2
1977,8,219.3,54,1977-8,165.3
1977,9,705.6,180.1,1977-9,525.5
1977,10,458.8,152.2,1977-10,306.6
1977,11,188.5,82.1,1977-11,106.4
1977,12,230.1,414.4,1977-12,-184.3
1978,1,299,259.7,1978-1,39.3
1978,2,1559.8,341.8,1978-2,1218
1978,3,882.7,411.9,1978-3,470.8
1978,4,1260.7,259.9,1978-4,1000.8
1978,5,1030.7,316.1,1978-5,714.6
1978,6,762.7,413.2,1978-6,349.5
1978,7,693.9,184.5,1978-7,509.4
1978,8,203.2,327.3,1978-8,-124.1
1978,9,1370.6,625.6,1978-9,745
1978,10,639.9,815.7,1978-10,-175.8
1978,11,642.3,793.8,1978-11,-151.5
1978,12,908,1419.5,1978-12,-511.5
1979,1,1278.8,1409.2,1979-1,-130.4
1979,2,1365.7,851.7,1979-2,514
1979,3,793.1,788.5,1979-3,4.6
1979,4,1183.2,640.5,1979-4,542.7
1979,5,1302.6,374.1,1979-5,928.5
1979,6,1647.1,967.8,1979-6,679.3
1979,7,1109.3,686.3,1979-7,423
1979,8,1166.7,837,1979-8,329.7
1979,9,1687.6,570.7,1979-9,1116.9
1979,10,2093.4,610.5,1979-10,1482.9
1979,11,1415.2,1717.1,1979-11,-301.9
1979,12,436.1,1402.1,1979-12,-966
1980,1,1055.6,879.5,1980-1,176.1
1980,2,987.2,1125.8,1980-2,-138.6
1980,3,519.6,614.4,1980-3,-94.8
1980,4,1346.8,1480.7,1980-4,-133.9
1980,5,554.6,2329.4,1980-5,-1774.8
1980,6,511.5,1449.2,1980-6,-937.7
1980,7,626.8,1376.5,1980-7,-749.7
1980,8,887,569.5,1980-8,317.5
1980,9,1217.1,777.7,1980-9,439.4
1980,10,1086.4,1382.8,1980-10,-296.4
1980,11,1428.5,1654.8,1980-11,-226.3
1980,12,981.8,1085.2,1980-12,-103.4
1981,1,532.9,715.6,1981-1,-182.7
1981,2,1244,972.5,1981-2,271.5
1981,3,1330.7,1017.9,1981-3,312.8
1981,4,1933.9,282.8,1981-4,1651.1
1981,5,1512.7,569.7,1981-5,943
1981,6,624.9,826.2,1981-6,-201.3
1981,7,577.8,2717.1,1981-7,-2139.3
1981,8,825.3,1015.2,1981-8,-189.9
1981,9,1590.6,981.4,1981-9,609.2
1981,10,649.1,2590.6,1981-10,-1941.5
1981,11,774.9,1432.2,1981-11,-657.3
1981,12,1342.2,1182.5,1981-12,159.7
1982,1,685.1,922.6,1982-1,-237.5
1982,2,1414.5,2442.5,1982-2,-1028
1982,3,1909,1660.6,1982-3,248.4
1982,4,1377.3,676.3,1982-4,701
1982,5,554.1,835.9,1982-5,-281.8
1982,6,1994.1,1076.6,1982-6,917.5
1982,7,1481.3,427.7,1982-7,1053.6
1982,8,1218.9,846.3,1982-8,372.6
1982,9,819,959.5,1982-9,-140.5
1982,10,645.8,893.7,1982-10,-247.9
1982,11,412.5,1438.7,1982-11,-1026.2
1982,12,915,1792.5,1982-12,-877.5
1983,1,514.4,700,1983-1,-185.6
1983,2,147.5,810,1983-2,-662.5
1983,3,47,859,1983-3,-812
1983,4,94.7,882,1983-4,-787.3
1983,5,356.3,1380.1,1983-5,-1023.8
1983,6,372.4,1205.4,1983-6,-833
1983,7,222.6,882.5,1983-7,-659.9
1983,8,95.7,750.1,1983-8,-654.4
1983,9,84.9,522.2,1983-9,-437.3
1983,10,648.5,255.6,1983-10,392.9
1983,11,51.3,152.1,1983-11,-100.8
1983,12,81.7,211.8,1983-12,-130.1
1984,1,1154.8,427.2,1984-1,727.6
1984,2,1286.1,888.8,1984-2,397.3
1984,3,278.2,755.1,1984-3,-476.9
1984,4,332.3,1391.1,1984-4,-1058.8
1984,5,786.3,832.8,1984-5,-46.5
1984,6,116.2,472.7,1984-6,-356.5
1984,7,100.3,188.8,1984-7,-88.5
1984,8,59.6,131.9,1984-8,-72.3
1984,9,26.1,104.5,1984-9,-78.4
1984,10,53.7,15.4,1984-10,38.3
1984,11,47.1,187.1,1984-11,-140
1984,12,26.2,73.6,1984-12,-47.4
1985,1,9.9,158.5,1985-1,-148.6
1985,2,76,26,1985-2,50
1985,3,112.9,19.4,1985-3,93.5
1985,4,349.1,19.1,1985-4,330
1985,5,76.1,266.5,1985-5,-190.4
1985,6,52.3,194.6,1985-6,-142.3
1985,7,51,341.4,1985-7,-290.4
1985,8,10.4,34.8,1985-8,-24.4
1985,9,0.9,18.2,1985-9,-17.3
1985,10,189.7,3.6,1985-10,186.1
1985,11,21.9,78.4,1985-11,-56.5
1985,12,30.7,20.3,1985-12,10.4
1986,1,0.9,31.6,1986-1,-30.7
1986,2,19,398.5,1986-2,-379.5
1986,3,123.3,22.6,1986-3,100.7
1986,4,159.6,14.9,1986-4,144.7
1986,5,42.5,2.7,1986-5,39.8
1986,6,1.4,0.5,1986-6,0.9
1986,7,92.6,12.6,1986-7,80
1986,8,79,2.7,1986-8,76.3
1986,9,23.8,0,1986-9,23.8
1986,10,275.9,84,1986-10,191.9
1986,11,77.5,16.8,1986-11,60.7
1986,12,5,9,1986-12,-4
1987,1,12.6,12.6,1987-1,0
1987,2,11.5,2,1987-2,9.5
1987,3,96.6,12.2,1987-3,84.4
1987,4,65.3,437.3,1987-4,-372
1987,5,315,142.3,1987-5,172.7
1987,6,75.1,28.9,1987-6,46.2
1987,7,67.3,189.2,1987-7,-121.9
1987,8,89.9,476,1987-8,-386.1
1987,9,46.7,203,1987-9,-156.3
1987,10,322.9,170.7,1987-10,152.2
1987,11,58.8,431.2,1987-11,-372.4
1987,12,11.7,282.7,1987-12,-271
1988,1,118.3,371.2,1988-1,-252.9
1988,2,456.2,51.7,1988-2,404.5
1988,3,392,478.7,1988-3,-86.7
1988,4,671.1,361.7,1988-4,309.4
1988,5,119.2,373,1988-5,-253.8
1988,6,541.8,1213.8,1988-6,-672
1988,7,744.3,1299.7,1988-7,-555.4
1988,8,1003,711.3,1988-8,291.7
1988,9,401.8,819,1988-9,-417.2
1988,10,1078.9,919.5,1988-10,159.4
1988,11,918.4,674.8,1988-11,243.6
1988,12,1663.3,760.5,1988-12,902.8
1989,1,1314.6,1637.5,1989-1,-322.9
1989,2,1801,791.5,1989-2,1009.5
1989,3,2432.8,621.9,1989-3,1810.9
1989,4,752.7,1201.7,1989-4,-449
1989,5,812,1012.1,1989-5,-200.1
1989,6,2014.6,1699.1,1989-6,315.5
1989,7,590.3,913.2,1989-7,-322.9
1989,8,1331.8,1818.2,1989-8,-486.4
1989,9,1309,1999.7,1989-9,-690.7
1989,10,842.3,1165.6,1989-10,-323.3
1989,11,1846.6,642.6,1989-11,1204
1989,12,1375.2,1024.7,1989-12,350.5
1990,1,827.8,1252.3,1990-1,-424.5
1990,2,971.5,755.5,1990-2,216
1990,3,611.9,1214.8,1990-3,-602.9
1990,4,1045.8,519.4,1990-4,526.4
1990,5,826.5,1045.9,1990-5,-219.4
1990,6,593.1,740.6,1990-6,-147.5
1990,7,1171.5,902.8,1990-7,268.7
1990,8,1388.3,2025.9,1990-8,-637.6
1990,9,739.2,923.1,1990-9,-183.9
1990,10,722.1,1235.6,1990-10,-513.5
1990,11,1997.3,796.1,1990-11,1201.2
1990,12,1549,728,1990-12,821
1991,1,1148.9,2062.5,1991-1,-913.6
1991,2,724,2444,1991-2,-1720
1991,3,241.2,2553,1991-3,-2311.8
1991,4,875.9,610.9,1991-4,265
1991,5,1403.6,872.1,1991-5,531.5
1991,6,2012.7,715.9,1991-6,1296.8
1991,7,1535.9,989.5,1991-7,546.4
1991,8,1083.4,1562.6,1991-8,-479.2
1991,9,439.1,1196.1,1991-9,-757
1991,10,632.3,2121.7,1991-10,-1489.4
1991,11,385.9,984.2,1991-11,-598.3
1991,12,834.6,2212.5,1991-12,-1377.9
1992,1,745.2,1668.3,1992-1,-923.1
1992,2,1349.8,1487.4,1992-2,-137.6
1992,3,671.1,600.2,1992-3,70.9
1992,4,361.7,974.9,1992-4,-613.2
1992,5,364,397.9,1992-5,-33.9
1992,6,588.5,133,1992-6,455.5
1992,7,514.8,686.5,1992-7,-171.7
1992,8,730.7,405.1,1992-8,325.6
1992,9,230.1,503.8,1992-9,-273.7
1992,10,422.3,989,1992-10,-566.7
1992,11,300.5,1098.5,1992-11,-798
1992,12,260.1,707.2,1992-12,-447.1
1993,1,146.8,467,1993-1,-320.2
1993,2,785,765.5,1993-2,19.5
1993,3,359.5,641.7,1993-3,-282.2
1993,4,266.9,420.9,1993-4,-154
1993,5,510.3,58.3,1993-5,452
1993,6,253.4,342.1,1993-6,-88.7
1993,7,181.1,300.8,1993-7,-119.7
1993,8,224.9,184.3,1993-8,40.6
1993,9,217.5,94.3,1993-9,123.2
1993,10,342.8,455.2,1993-10,-112.4
1993,11,391.5,263.7,1993-11,127.8
1993,12,513,168,1993-12,345
1994,1,794.8,235.3,1994-1,559.5
1994,2,358.5,79.5,1994-2,279
1994,3,72.3,98.9,1994-3,-26.6
1994,4,111.5,9.3,1994-4,102.2
1994,5,238.5,13.1,1994-5,225.4
1994,6,82.6,113.4,1994-6,-30.8
1994,7,184.7,110.6,1994-7,74.1
1994,8,72.7,144.1,1994-8,-71.4
1994,9,48.5,341.6,1994-9,-293.1
1994,10,342.3,181.5,1994-10,160.8
1994,11,41.1,72.3,1994-11,-31.2
1994,12,33,304.4,1994-12,-271.4
1995,1,62.3,123.3,1995-1,-61
1995,2,70,165.5,1995-2,-95.5
1995,3,34.3,280.9,1995-3,-246.6
1995,4,21.5,121.3,1995-4,-99.8
1995,5,68.2,121.5,1995-5,-53.3
1995,6,124.1,12.6,1995-6,111.5
1995,7,130.5,18.5,1995-7,112
1995,8,75.4,6.8,1995-8,68.6
1995,9,53.2,1.4,1995-9,51.8
1995,10,50.6,219,1995-10,-168.4
1995,11,14,76.1,1995-11,-62.1
1995,12,13.1,51.5,1995-12,-38.4
1996,1,74.1,0,1996-1,74.1
1996,2,15.4,1.4,1996-2,14
1996,3,31.6,17.6,1996-3,14
1996,4,4.7,17.7,1996-4,-13
1996,5,0.9,47,1996-5,-46.1
1996,6,82.6,0.9,1996-6,81.7
1996,7,3.2,160.3,1996-7,-157.1
1996,8,20.3,109.7,1996-8,-89.4
1996,9,0,5.1,1996-9,-5.1
1996,10,0.5,1.4,1996-10,-0.9
1996,11,42,235.7,1996-11,-193.7
1996,12,47.4,63.2,1996-12,-15.8
1997,1,5.9,5,1997-1,0.9
1997,2,30.5,7.5,1997-2,23
1997,3,24.4,26.6,1997-3,-2.2
1997,4,19.1,67.7,1997-4,-48.6
1997,5,105.2,11.3,1997-5,93.9
1997,6,21,39.7,1997-6,-18.7
1997,7,35.2,3.6,1997-7,31.6
1997,8,131.4,18.1,1997-8,113.3
1997,9,193.7,532.5,1997-9,-338.8
1997,10,79,52.4,1997-10,26.6
1997,11,382.7,249.7,1997-11,133
1997,12,321.1,159.9,1997-12,161.2
1998,1,55.1,202.8,1998-1,-147.7
1998,2,38.5,269.5,1998-2,-231
1998,3,77.2,733,1998-3,-655.8
1998,4,40.6,480.2,1998-4,-439.6
1998,5,350.5,323.4,1998-5,27.1
1998,6,259,420,1998-6,-161
1998,7,273.2,416.8,1998-7,-143.6
1998,8,859.4,499.5,1998-8,359.9
1998,9,641.7,690.2,1998-9,-48.5
1998,10,262.4,206.8,1998-10,55.6
1998,11,524.5,482.1,1998-11,42.4
1998,12,676.1,374.4,1998-12,301.7
1999,1,412.8,221.7,1999-1,191.1
1999,2,434.5,502.5,1999-2,-68
1999,3,453.9,201.9,1999-3,252
1999,4,208.6,251.5,1999-4,-42.9
1999,5,850.8,295.8,1999-5,555
1999,6,1127.5,562.8,1999-6,564.7
1999,7,867.5,666.1,1999-7,201.4
1999,8,640.8,756.5,1999-8,-115.7
1999,9,388.7,221.2,1999-9,167.5
1999,10,967.8,541.9,1999-10,425.9
1999,11,855.9,1015.9,1999-11,-160
1999,12,1020.6,476.9,1999-12,543.7
2000,1,426.3,500.8,2000-1,-74.5
2000,2,535,925.5,2000-2,-390.5
2000,3,784,1437.5,2000-3,-653.5
2000,4,820.9,1042.1,2000-4,-221.2
2000,5,1003,1179.2,2000-5,-176.2
2000,6,1379.9,713.5,2000-6,666.4
2000,7,1335,1008.9,2000-7,326.1
2000,8,645.8,436.7,2000-8,209.1
2000,9,1252.1,620.2,2000-9,631.9
2000,10,387.9,560.9,2000-10,-173
2000,11,830.7,520.3,2000-11,310.4
2000,12,554.1,470.1,2000-12,84
2001,1,456.1,478.7,2001-1,-22.6
2001,2,349,320.5,2001-2,28.5
2001,3,1194.5,476.5,2001-3,718
2001,4,1115.3,777.5,2001-4,337.8
2001,5,833.7,275.5,2001-5,558.2
2001,6,1308.5,477.4,2001-6,831.1
2001,7,417.7,401.5,2001-7,16.2
2001,8,718.1,901,2001-8,-182.9
2001,9,1021.6,2018.8,2001-9,-997.2
2001,10,1246.9,882,2001-10,364.9
2001,11,1175.3,1248.8,2001-11,-73.5
2001,12,1241,1113.2,2001-12,127.8
2002,1,778.1,1003.3,2002-1,-225.2
2002,2,693.5,943.5,2002-2,-250
2002,3,470.2,897.4,2002-3,-427.2
2002,4,1313.7,739.7,2002-4,574
2002,5,862.1,1320.1,2002-5,-458
2002,6,345.8,1001,2002-6,-655.2
2002,7,687.8,1508.8,2002-7,-821
2002,8,527,2000.2,2002-8,-1473.2
2002,9,689.3,1404.2,2002-9,-714.9
2002,10,1335,464.5,2002-10,870.5
2002,11,611.8,1232,2002-11,-620.2
2002,12,420.9,695,2002-12,-274.1
2003,1,169.4,818.3,2003-1,-648.9
2003,2,245,229,2003-2,16
2003,3,873.9,309.4,2003-3,564.5
2003,4,621.6,486.3,2003-4,135.3
2003,5,229.4,721.2,2003-5,-491.8
2003,6,851.7,428.4,2003-6,423.3
2003,7,681.9,495.4,2003-7,186.5
2003,8,205.9,742.9,2003-8,-537
2003,9,352.8,240.8,2003-9,112
2003,10,1104.6,1156.6,2003-10,-52
2003,11,852.1,742,2003-11,110.1
2003,12,412.3,219.9,2003-12,192.4
2004,1,164.8,597.9,2004-1,-433.1
2004,2,300.3,319.6,2004-2,-19.3
2004,3,199.6,500.4,2004-3,-300.8
2004,4,96.1,343.5,2004-4,-247.4
2004,5,77.7,549.6,2004-5,-471.9
2004,6,203.5,390.1,2004-6,-186.6
2004,7,924.7,314.8,2004-7,609.9
2004,8,375.3,610.1,2004-8,-234.8
2004,9,126.5,439.6,2004-9,-313.1
2004,10,262.8,337.6,2004-10,-74.8
2004,11,409.3,386.9,2004-11,22.4
2004,12,114.3,160.3,2004-12,-46
2005,1,700,200.5,2005-1,499.5
2005,2,46,488.5,2005-2,-442.5
2005,3,78.6,341,2005-3,-262.4
2005,4,63.5,332.3,2005-4,-268.8
2005,5,216.8,578.5,2005-5,-361.7
2005,6,181.5,520.3,2005-6,-338.8
2005,7,401.5,298.5,2005-7,103
2005,8,221.3,317.9,2005-8,-96.6
2005,9,114.8,483.5,2005-9,-368.7
2005,10,15.4,37,2005-10,-21.6
2005,11,2.3,395.7,2005-11,-393.4
2005,12,220.8,254.7,2005-12,-33.9
2006,1,55.1,95.7,2006-1,-40.6
2006,2,1.5,9,2006-2,-7.5
2006,3,9,69.5,2006-3,-60.5
2006,4,4.7,486.3,2006-4,-481.6
2006,5,49.7,139.1,2006-5,-89.4
2006,6,21.9,175,2006-6,-153.1
2006,7,36.6,178,2006-7,-141.4
2006,8,2.3,436.3,2006-8,-434
2006,9,5.1,188.1,2006-9,-183
2006,10,0,79.5,2006-10,-79.5
2006,11,15.9,512.9,2006-11,-497
2006,12,28.9,341.4,2006-12,-312.5
2007,1,31.2,346.4,2007-1,-315.2
2007,2,0,200.5,2007-2,-200.5
2007,3,11.7,29.8,2007-3,-18.1
2007,4,3.7,128.8,2007-4,-125.1
2007,5,67.7,141.8,2007-5,-74.1
2007,6,0,220.3,2007-6,-220.3
2007,7,7.2,186.1,2007-7,-178.9
2007,8,4.1,60.1,2007-8,-56
2007,9,6.1,9.3,2007-9,-3.2
2007,10,0,4.5,2007-10,-4.5
2007,11,4.7,0.5,2007-11,4.2
2007,12,8.6,127.4,2007-12,-118.8
2008,1,2.7,11.7,2008-1,-9
2008,2,0,8.7,2008-2,-8.7
2008,3,0,144.5,2008-3,-144.5
2008,4,5.1,23.8,2008-4,-18.7
2008,5,5,6.1,2008-5,-1.1
2008,6,0,9.3,2008-6,-9.3
2008,7,0,1.8,2008-7,-1.8
2008,8,0,0,2008-8,0
2008,9,3.3,0,2008-9,3.3
2008,10,12.6,3.2,2008-10,9.4
2008,11,31.7,0,2008-11,31.7
2008,12,0,4.1,2008-12,-4.1
2009,1,5.4,0.5,2009-1,4.9
2009,2,2,1.5,2009-2,0.5
2009,3,0,1.8,2009-3,-1.8
2009,4,0.5,1.4,2009-4,-0.9
2009,5,6.3,1.4,2009-5,4.9
2009,6,10.7,7,2009-6,3.7
2009,7,0,51.9,2009-7,-51.9
2009,8,0.5,0,2009-8,0.5
2009,9,23.3,7.9,2009-9,15.4
2009,10,82.2,0,2009-10,82.2
2009,11,14.5,0,2009-11,14.5
2009,12,72.3,27.5,2009-12,44.8
2010,1,142.7,80.8,2010-1,61.9
2010,2,161,21,2010-2,140
2010,3,184.1,37.9,2010-3,146.2
2010,4,59.7,11.7,2010-4,48
2010,5,25.3,30,2010-5,-4.7
2010,6,19.1,70.5,2010-6,-51.4
2010,7,70,117.9,2010-7,-47.9
2010,8,228.5,5.4,2010-8,223.1
2010,9,188.1,211,2010-9,-22.9
2010,10,289,116.1,2010-10,172.9
2010,11,142.8,50.9,2010-11,91.9
2010,12,306.6,1.4,2010-12,305.2
2011,1,205.7,32.1,2011-1,173.6
2011,2,236,168.5,2011-2,67.5
2011,3,745.6,235.7,2011-3,509.9
2011,4,501.4,160.8,2011-4,340.6
2011,5,203.9,177,2011-5,26.9
2011,6,205.1,109.4,2011-6,95.7
2011,7,364,88.3,2011-7,275.7
2011,8,575.1,37.9,2011-8,537.2
2011,9,1084.5,120.9,2011-9,963.6
2011,10,992.9,263.7,2011-10,729.2
2011,11,1177.3,359.3,2011-11,818
2011,12,451.6,497.9,2011-12,-46.3
2012,1,847.5,153.3,2012-1,694.2
2012,2,280,100.4,2012-2,179.6
2012,3,571.3,230.8,2012-3,340.5
2012,4,286.3,453.6,2012-4,-167.3
2012,5,741.3,305.7,2012-5,435.6
2012,6,157.7,610.3,2012-6,-452.6
2012,7,144.1,1138.1,2012-7,-994
2012,8,351.8,357.7,2012-8,-5.9
2012,9,286.8,419.8,2012-9,-133
2012,10,349.1,491.4,2012-10,-142.3
2012,11,549.7,275.8,2012-11,273.9
2012,12,304.2,156,2012-12,148.2
2013,1,775.4,221.3,2013-1,554.1
2013,2,348,94.5,2013-2,253.5
2013,3,394.7,240.7,2013-3,154
2013,4,624.4,491.9,2013-4,132.5
2013,5,528.8,588.2,2013-5,-59.4
2013,6,141.4,494.2,2013-6,-352.8
2013,7,189.7,479.2,2013-7,-289.5
2013,8,149.5,455.7,2013-8,-306.2
2013,9,135.3,165.2,2013-9,-29.9
2013,10,343.7,836.8,2013-10,-493.1
2013,11,452.2,1056.1,2013-11,-603.9
2013,12,238,884.3,2013-12,-646.3
2014,1,198.3,1333.4,2014-1,-1135.1
2014,2,256.5,1759.2,2014-2,-1502.7
2014,3,341.9,658,2014-3,-316.1
2014,4,501.2,615.5,2014-4,-114.3
2014,5,410.1,522.1,2014-5,-112
2014,6,335.1,558.1,2014-6,-223
2014,7,184.3,1026.1,2014-7,-841.8
2014,8,433.5,349.5,2014-8,84
2014,9,381.7,757.4,2014-9,-375.7
2014,10,84.5,1633.9,2014-10,-1549.4
2014,11,317.3,965.5,2014-11,-648.2
2014,12,280.9,1121.8,2014-12,-840.9
2015,1,267.4,727.1,2015-1,-459.7
2015,2,314,184,2015-2,130
2015,3,124.4,394.3,2015-3,-269.9
2015,4,472.7,216.5,2015-4,256.2
2015,5,398.3,230.8,2015-5,167.5
2015,6,601.1,245.5,2015-6,355.6
2015,7,342.8,176.1,2015-7,166.7
2015,8,82.7,618.7,2015-8,-536
2015,9,168.9,473.7,2015-9,-304.8
2015,10,257.4,188.3,2015-10,69.1
2015,11,335.1,36.4,2015-11,298.7
2015,12,306.2,263.3,2015-12,42.9
2016,1,311.6,61,2016-1,250.6
2016,2,256.8,120.2,2016-2,136.6
2016,3,212.7,85.4,2016-3,127.3
2016,4,479.7,91.5,2016-4,388.2
2016,5,191,300.8,2016-5,-109.8
2016,6,57.4,160.5,2016-6,-103.1
2016,7,315.7,19.4,2016-7,296.3
2016,8,244.8,63.5,2016-8,181.3
2016,9,308,33.6,2016-9,274.4
